148.030785 0.000000
0.200000 0.000000
0.300000 0.000000
0.400000 0.000014
0.500000 0.000049
0.600000 0.000097
0.700000 0.000164
0.800000 0.000263
0.900000 0.000389
1.000000 0.000533
1.100000 0.000691
1.200000 0.000873
1.300000 0.001079
1.400000 0.001304
1.500000 0.001558
1.600000 0.001844
1.700000 0.002141
1.800000 0.002461
1.900000 0.002813
2.000000 0.003179
2.100000 0.003564
2.200000 0.003970
2.300000 0.004387
2.400000 0.004837
2.500000 0.005282
2.600000 0.005777
2.700000 0.006178
2.800000 0.006763
2.900000 0.007271
3.000000 0.007785
3.100000 0.008346
3.200000 0.008801
3.300000 0.009487
3.400000 0.010012
3.500000 0.010563
3.600000 0.011342
3.700000 0.011885
3.800000 0.012507
3.900000 0.013067
4.000000 0.013845
4.100000 0.014532
4.200000 0.014979
4.300000 0.015944
4.400000 0.016522
4.500000 0.017215
4.600000 0.018052
4.700000 0.018893
4.800000 0.019592
4.900000 0.020453
5.000000 0.021262
5.100000 0.022172
5.200000 0.023058
5.300000 0.024141
5.400000 0.025025
5.500000 0.025993
5.600000 0.026865
5.700000 0.028032
5.800000 0.029250
5.900000 0.030155
6.000000 0.029767
6.100000 0.030099
6.200000 0.030450
6.300000 0.031320
6.400000 0.032535
6.500000 0.034179
6.600000 0.036632
6.700000 0.040931
6.800000 0.042987
6.900000 0.044619
7.000000 0.046350
7.100000 0.002876
7.200000 0.000000
7.300000 0.000000
7.400000 0.000000
7.500000 0.000000
7.600000 0.000000
7.700000 0.000000
7.800000 0.000000
7.900000 0.000000
8.000000 0.000000
8.100000 0.000000
8.200000 0.000000
8.300000 0.000000
8.400000 0.000000
8.500000 0.000000
8.600000 0.000000
8.700000 0.000000
8.800000 0.000000
8.900000 0.000000
9.000000 0.000000
9.100000 0.000000
9.200000 0.000000
9.300000 0.000000
9.400000 0.000000
9.500000 0.000000
9.600000 0.000000
