148.015266 0.000000
0.200000 0.000000
0.300000 0.000000
0.400000 0.000000
0.500000 0.000017
0.600000 0.000102
0.700000 0.000173
0.800000 0.000260
0.900000 0.000357
1.000000 0.000489
1.100000 0.000640
1.200000 0.000819
1.300000 0.001029
1.400000 0.001253
1.500000 0.001528
1.600000 0.001838
1.700000 0.002152
1.800000 0.002529
1.900000 0.002922
2.000000 0.003378
2.100000 0.003821
2.200000 0.004338
2.300000 0.004897
2.400000 0.005423
2.500000 0.006101
2.600000 0.006702
2.700000 0.007436
2.800000 0.008119
2.900000 0.008873
3.000000 0.009613
3.100000 0.010446
3.200000 0.011336
3.300000 0.012182
3.400000 0.013069
3.500000 0.014054
3.600000 0.014984
3.700000 0.015918
3.800000 0.016916
3.900000 0.018031
4.000000 0.018932
4.100000 0.020112
4.200000 0.021161
4.300000 0.022239
4.400000 0.023407
4.500000 0.024458
4.600000 0.025734
4.700000 0.026763
4.800000 0.028072
4.900000 0.029289
5.000000 0.030667
5.100000 0.031790
5.200000 0.033151
5.300000 0.034546
5.400000 0.035931
5.500000 0.037364
5.600000 0.038962
5.700000 0.040542
5.800000 0.042198
5.900000 0.043982
6.000000 0.045819
6.100000 0.047804
6.200000 0.045867
6.300000 0.033873
6.400000 0.005595
6.500000 0.000000
6.600000 0.000000
6.700000 0.000000
6.800000 0.000000
6.900000 0.000000
7.000000 0.000000
7.100000 0.000000
7.200000 0.000000
7.300000 0.000000
7.400000 0.000000
7.500000 0.000000
7.600000 0.000000
7.700000 0.000000
7.800000 0.000000
7.900000 0.000000
8.000000 0.000000
8.100000 0.000000
8.200000 0.000000
8.300000 0.000000
8.400000 0.000000
8.500000 0.000000
8.600000 0.000000
8.700000 0.000000
8.800000 0.000000
8.900000 0.000000
9.000000 0.000000
9.100000 0.000000
9.200000 0.000000
9.300000 0.000000
9.400000 0.000000
9.500000 0.000000
9.600000 0.000000
