148.032920 0.000000
0.200000 0.000000
0.300000 0.000000
0.400000 0.000000
0.500000 0.000000
0.600000 0.000000
0.700000 0.000000
0.800000 0.000000
0.900000 0.000000
1.000000 0.000000
1.100000 0.000000
1.200000 0.000000
1.300000 0.000000
1.400000 0.000000
1.500000 0.000000
1.600000 0.000000
1.700000 0.000000
1.800000 0.000000
1.900000 0.000000
2.000000 0.000000
2.100000 0.000000
2.200000 0.000000
2.300000 0.000000
2.400000 0.000297
2.500000 0.000812
2.600000 0.001125
2.700000 0.001492
2.800000 0.001819
2.900000 0.002117
3.000000 0.002443
3.100000 0.002794
3.200000 0.003126
3.300000 0.003472
3.400000 0.003823
3.500000 0.004289
3.600000 0.004587
3.700000 0.005010
3.800000 0.005501
3.900000 0.005876
4.000000 0.006403
4.100000 0.006762
4.200000 0.007259
4.300000 0.007780
4.400000 0.008261
4.500000 0.008763
4.600000 0.009263
4.700000 0.009865
4.800000 0.010455
4.900000 0.010974
5.000000 0.011727
5.100000 0.012238
5.200000 0.012981
5.300000 0.013733
5.400000 0.014401
5.500000 0.015143
5.600000 0.015882
5.700000 0.016608
5.800000 0.017484
5.900000 0.016861
6.000000 0.017139
6.100000 0.017477
6.200000 0.018157
6.300000 0.018995
6.400000 0.019990
6.500000 0.021340
6.600000 0.022981
6.700000 0.024259
6.800000 0.027215
6.900000 0.029077
7.000000 0.030109
7.100000 0.031460
7.200000 0.032277
7.300000 0.033235
7.400000 0.034782
7.500000 0.035081
7.600000 0.036395
7.700000 0.036750
7.800000 0.037806
7.900000 0.038514
8.000000 0.039481
8.100000 0.039976
8.200000 0.041397
8.300000 0.034683
8.400000 0.000000
8.500000 0.000000
8.600000 0.000000
8.700000 0.000000
8.800000 0.000000
8.900000 0.000000
9.000000 0.000000
9.100000 0.000000
9.200000 0.000000
9.300000 0.000000
9.400000 0.000000
9.500000 0.000000
9.600000 0.000000
